Zip Code,Beds,Baths,Living Space,State,Zip Code Population,Median Household Income,Price
10013,2,3,1967,New York,29563,370046,3999000
10013,2,3,1967,New York,29563,370046,3999000
10014,1,1,718,New York,29815,249880,1650000
10014,3,2,1538,New York,29815,249880,760000
10014,1,1,600,New York,29815,249880,1100000
10017,1,1,643,New York,15514,188289,764900
10021,2,2,1471,New York,42484,261254,2499000
10022,2,3,1800,New York,33303,281977,4580000
10026,2,1,750,New York,39401,117438,540000
10026,1,1,589,New York,39401,117438,570000
10026,3,1,1200,New York,39401,117438,699999
10026,1,1,650,New York,39401,117438,380000
10028,1,1,950,New York,47793,270845,725000
10030,2,1,825,New York,31611,77559,899000
10034,1,1,615,New York,43365,87559,180000
10036,1,1,832,New York,30437,148933,1150000
10128,1,1,780,New York,58147,224663,665000
10128,1,,625,New York,58147,224663,685000
10301,6,2,1920,New York,38736,118113,950000
10301,4,2,1853,New York,38736,118113,750000
10301,24,10,7200,New York,38736,118113,2490000
10301,4,3,1980,New York,38736,118113,1148888
10301,3,1,2288,New York,38736,118113,998000
10301,4,2,2511,New York,38736,118113,849000
10301,2,1,1200,New York,38736,118113,575000
10301,2,1,,New York,38736,118113,575000
10301,2,1,800,New York,38736,118113,225000
10301,4,3,1644,New York,38736,118113,579999
10301,3,2,1476,New York,38736,118113,525000
10301,1,1,596,New York,38736,118113,260000
10301,6,2,2039,New York,38736,118113,699999
10301,5,3,2288,New York,38736,118113,998000
10301,3,1,1692,New York,38736,118113,658888
10301,3,2,1486,New York,38736,118113,689900
10301,7,2,2256,New York,38736,118113,490000
10301,6,2,1920,New York,38736,118113,950000
10302,5,1,,New York,18144,94902,865000
10302,2,2,1008,New York,18144,94902,585000
10302,3,4,3033,New York,18144,94902,1199999
10302,4,,1544,New York,18144,94902,548000
10302,5,3,2816,New York,18144,94902,680000
10302,4,2,2156,New York,18144,94902,649900
10302,3,4,3033,New York,18144,94902,1199999
10303,4,3,1872,New York,27469,98699,799000
10303,3,2,1274,New York,27469,98699,475000
10303,3,1,895,New York,27469,98699,315000
10303,2,3,804,New York,27469,98699,669000
10303,4,4,1872,New York,27469,98699,779000
10303,3,3,1434,New York,27469,98699,649900
10303,4,4,1872,New York,27469,98699,779000
10303,3,3,1434,New York,27469,98699,649900
10303,4,2,1628,New York,27469,98699,785000
10303,4,5,628,New York,27469,98699,799000
10303,2,2,980,New York,27469,98699,389000
10304,4,1,2425,New York,43849,108942,698888
10304,3,2,1102,New York,43849,108942,375000
10304,3,2,1102,New York,43849,108942,375000
10304,3,2,1110,New York,43849,108942,650000
10304,3,3,1152,New York,43849,108942,579999
10304,3,4,4629,New York,43849,108942,1189000
10304,3,2,1080,New York,43849,108942,369000
10304,3,2,1110,New York,43849,108942,650000
10304,3,4,2281,New York,43849,108942,649000
10304,2,1,648,New York,43849,108942,387999
10304,5,3,1334,New York,43849,108942,649899
10304,3,3,2700,New York,43849,108942,680000
10305,2,2,1080,New York,44531,109945,848000
10305,5,2,2300,New York,44531,109945,880000
10305,4,5,3149,New York,44531,109945,1399900
10305,3,1,1100,New York,44531,109945,2500
10305,8,3,3584,New York,44531,109945,1375000
10305,3,3,1936,New York,44531,109945,949000
10305,3,2,1272,New York,44531,109945,628000
10305,3,2,1272,New York,44531,109945,628000
10305,3,3,1936,New York,44531,109945,949000
10306,7,5,3160,New York,55805,118424,1500000
10306,2,2,1364,New York,55805,118424,499999
10306,6,2,2554,New York,55805,118424,1150000
10306,3,1,1280,New York,55805,118424,399000
10306,2,1,548,New York,55805,118424,247450
10306,4,3,2388,New York,55805,118424,1245000
10306,3,3,1170,New York,55805,118424,765000
10306,5,3,2184,New York,55805,118424,949999
10306,3,2,1480,New York,55805,118424,599000
10306,5,3,2184,New York,55805,118424,949999
10306,3,3,1170,New York,55805,118424,765000
10306,2,3,1500,New York,55805,118424,575000
10306,3,2,1750,New York,55805,118424,798000
10306,6,5,2892,New York,55805,118424,1375000
10306,3,3,1040,New York,55805,118424,765000
10306,3,2,1480,New York,55805,118424,599000
10307,3,3,1754,New York,14828,145667,939000
10307,3,3,1754,New York,14828,145667,939000
10307,3,2,1975,New York,14828,145667,989900
10308,1,1,700,New York,30353,136486,1800
10308,3,2,1040,New York,30353,136486,625000
10308,2,2,1690,New York,30353,136486,589000
10308,4,2,2206,New York,30353,136486,725000
10308,3,2,1274,New York,30353,136486,3200
10308,5,3,2674,New York,30353,136486,1250000
10308,4,3,2088,New York,30353,136486,888888
10308,2,2,1690,New York,30353,136486,589000
10308,6,5,3550,New York,30353,136486,1579900
10308,3,2,1040,New York,30353,136486,625000
10308,2,2,1690,New York,30353,136486,589000
10309,4,3,2630,New York,35832,144776,879999
10309,3,2,1008,New York,35832,144776,739999
10309,4,4,2920,New York,35832,144776,1378000
10309,4,4,3528,New York,35832,144776,1249999
10309,4,3,1500,New York,35832,144776,785000
10309,3,2,1600,New York,35832,144776,799000
10309,4,4,1800,New York,35832,144776,849888
10309,2,1,1100,New York,35832,144776,2200
10309,3,3,1480,New York,35832,144776,649998
10309,4,3,2630,New York,35832,144776,859999
10309,4,4,3305,New York,35832,144776,1050000
10309,3,4,3300,New York,35832,144776,1299999
10309,4,3,2880,New York,35832,144776,1299900
10309,2,1,1100,New York,35832,144776,499999
10309,4,4,2920,New York,35832,144776,1378000
10309,3,2,1008,New York,35832,144776,739999
10310,4,4,4500,New York,25976,118232,1750000
10310,3,3,1680,New York,25976,118232,839000
10310,2,1,1243,New York,25976,118232,549899
10310,3,2,1649,New York,25976,118232,699999
10310,4,3,1216,New York,25976,118232,629000
10310,4,3,1838,New York,25976,118232,699000
10310,3,2,1450,New York,25976,118232,549000
10310,3,3,1140,New York,25976,118232,499999
10312,4,2,2000,New York,63935,133355,869000
10312,4,4,2650,New York,63935,133355,1488888
10312,3,2,2510,New York,63935,133355,824888
10312,2,2,1530,New York,63935,133355,549999
10312,2,2,1350,New York,63935,133355,599000
10312,1,1,717,New York,63935,133355,264900
10312,3,2,1280,New York,63935,133355,688000
10312,4,4,3552,New York,63935,133355,1299999
10312,4,4,3552,New York,63935,133355,1299999
10312,5,2,2250,New York,63935,133355,1095000
10312,4,3,1524,New York,63935,133355,478000
10312,4,3,2450,New York,63935,133355,1195000
10312,3,2,2068,New York,63935,133355,725000
10312,1,2,1059,New York,63935,133355,330948
10312,6,5,2970,New York,63935,133355,1099999
10312,3,2,1440,New York,63935,133355,699999
10312,3,3,2242,New York,63935,133355,899900
10312,3,2,1510,New York,63935,133355,499999
10312,3,2,2068,New York,63935,133355,725000
10312,1,1,717,New York,63935,133355,264900
10312,4,4,3626,New York,63935,133355,935000
10312,3,3,1480,New York,63935,133355,789000
10312,4,4,2100,New York,63935,133355,999312
10312,4,3,2548,New York,63935,133355,869000
10312,3,2,1510,New York,63935,133355,499999
10312,3,2,2112,New York,63935,133355,688888
10312,2,3,2176,New York,63935,133355,608000
10312,4,3,1524,New York,63935,133355,478000
10314,2,2,1082,New York,93736,128456,449900
10314,3,2,1890,New York,93736,128456,499888
10314,4,2,1884,New York,93736,128456,899000
10314,2,2,1138,New York,93736,128456,479900
10314,2,2,1158,New York,93736,128456,549999
10314,3,3,2800,New York,93736,128456,1350000
10314,3,4,1450,New York,93736,128456,749999
10314,3,4,1632,New York,93736,128456,685000
10314,3,2,1092,New York,93736,128456,799000
10314,3,3,1987,New York,93736,128456,749900
10314,4,3,2173,New York,93736,128456,1200000
10314,5,4,2552,New York,93736,128456,1089000
10314,3,3,1500,New York,93736,128456,608888
10314,3,1,1440,New York,93736,128456,725000
10314,3,2,1528,New York,93736,128456,710000
10314,3,2,1410,New York,93736,128456,638888
10314,4,3,2800,New York,93736,128456,869888
10314,5,4,2552,New York,93736,128456,1089000
10314,3,2,1752,New York,93736,128456,549000
10314,2,1,907,New York,93736,128456,425000
10314,5,3,2484,New York,93736,128456,995000
10314,3,4,1542,New York,93736,128456,834900
10314,2,2,1812,New York,93736,128456,569000
10314,2,2,1500,New York,93736,128456,549000
10314,3,4,2208,New York,93736,128456,899000
10314,3,2,1092,New York,93736,128456,799000
10314,2,2,1480,New York,93736,128456,449999
10314,3,1,1050,New York,93736,128456,599000
10314,3,2,2412,New York,93736,128456,1295000
10314,3,2,1286,New York,93736,128456,449900
10314,3,2,1500,New York,93736,128456,710000
10314,3,2,1260,New York,93736,128456,569000
10314,4,2,2484,New York,93736,128456,1149000
10314,2,1,1300,New York,93736,128456,425000
10451,1,1,805,New York,50118,57674,325000
10452,6,3,2520,New York,79838,52522,999999
10452,1,1,650,New York,79838,52522,159999
10454,6,3,2280,New York,38908,47549,979000
10455,3,2,1067,New York,42781,52036,359000
10456,1,1,700,New York,90314,48138,69000
10456,3,2,1067,New York,90314,48138,375000
10458,2,1,1000,New York,86757,56212,235000
10459,1,1,500,New York,51303,61443,130000
10459,6,3,2646,New York,51303,61443,595000
10459,6,3,2646,New York,51303,61443,595000
10460,8,5,3603,New York,59979,53823,925000
10461,3,2,1700,New York,52756,88061,649000
10461,4,2,1292,New York,52756,88061,649000
10461,4,3,2600,New York,52756,88061,968000
10461,1,1,680,New York,52756,88061,145000
10462,2,1,850,New York,78470,77474,285000
10462,8,3,3312,New York,78470,77474,1175000
10462,1,1,550,New York,78470,77474,149000
10462,1,1,750,New York,78470,77474,115000
10462,1,1,750,New York,78470,77474,115000
10462,1,2,800,New York,78470,77474,169000
10463,1,1,700,New York,73256,98349,135000
10463,1,1,700,New York,73256,98349,135000
10463,4,2,1752,New York,73256,98349,499000
10463,1,1,800,New York,73256,98349,339000
10463,3,2,1180,New York,73256,98349,659999
10463,2,2,800,New York,73256,98349,425000
10463,1,1,725,New York,73256,98349,153000
10463,2,1,1000,New York,73256,98349,345000
10464,4,2,1800,New York,4417,155364,779000
10465,2,2,684,New York,46205,106860,495000
10465,3,3,1895,New York,46205,106860,699999
10465,2,1,857,New York,46205,106860,299999
10465,3,2,1100,New York,46205,106860,789000
10466,8,2,3432,New York,75767,86762,839000
10466,7,3,2961,New York,75767,86762,939000
10466,2,1,914,New York,75767,86762,525000
10466,3,2,1408,New York,75767,86762,715000
10466,3,2,1648,New York,75767,86762,550000
10467,2,1,975,New York,102209,64960,281111
10468,1,1,775,New York,82480,57987,165000
10468,1,1,750,New York,82480,57987,175000
10468,1,1,760,New York,82480,57987,209900
10468,1,1,760,New York,82480,57987,209900
10469,7,2,3080,New York,75290,96953,8.00E+05
10469,3,2,1813,New York,75290,96953,610000
10469,4,2,1814,New York,75290,96953,599000
10469,7,2,3080,New York,75290,96953,8.00E+05
10469,4,3,2270,New York,75290,96953,999000
10469,3,2,1200,New York,75290,96953,599999
10469,7,5,4872,New York,75290,96953,1100000
10470,2,2,1350,New York,16446,100670,499000
10470,2,1,950,New York,16446,100670,255000
10470,1,1,750,New York,16446,100670,159000
10471,6,10,11000,New York,23387,149559,8250000
10471,2,1,1000,New York,23387,149559,299999
10471,8,9,9000,New York,23387,149559,6500000
10471,3,2,1500,New York,23387,149559,729000
10472,6,4,2864,New York,66720,59114,975799
10472,6,4,2864,New York,66720,59114,975799
10472,6,3,2522,New York,66720,59114,899000
10472,6,3,2950,New York,66720,59114,834000
10473,5,2,2604,New York,60296,73681,750000
10473,2,2,868,New York,60296,73681,280000
10475,2,1,916,New York,44509,69530,260000
11001,3,2,1697,New York,26818,179321,750000
11004,1,1,585,New York,16426,129799,249900
11005,1,2,1213,New York,2075,288837,449000
11005,2,3,1549,New York,2075,288837,695000
11005,2,3,1549,New York,2075,288837,695000
11103,5,2,1680,New York,35912,129759,1299000
11103,3,2,1494,New York,35912,129759,1049000
11104,4,3,1400,New York,27575,100703,1539000
11104,4,3,1400,New York,27575,100703,1539000
11105,2,1,700,New York,38311,119098,270000
11105,2,1,700,New York,38311,119098,270000
11106,1,1,700,New York,40472,110391,375000
11106,1,1,700,New York,40472,110391,385000
11106,1,1,700,New York,40472,110391,385000
11109,2,2,1050,New York,6712,229013,8.00E+05
11109,2,2,1003,New York,6712,229013,850000
11109,2,2,1103,New York,6712,229013,747999
11201,2,1,1200,New York,68777,232020,925000
11201,2,1,900,New York,68777,232020,895000
11201,2,1,900,New York,68777,232020,895000
11203,4,3,2217,New York,79499,89068,949000
11203,5,3,1920,New York,79499,89068,849000
11203,4,3,2217,New York,79499,89068,949000
11204,6,5,1100,New York,82140,83981,1890000
11204,5,5,2400,New York,82140,83981,1899999
11204,5,3,1850,New York,82140,83981,1980000
11204,3,2,1404,New York,82140,83981,949900
11204,7,3,2152,New York,82140,83981,1599000
11204,4,3,1692,New York,82140,83981,1080000
11204,3,2,1440,New York,82140,83981,1388888
11204,3,2,1440,New York,82140,83981,1388888
11204,6,4,1540,New York,82140,83981,1648000
11207,4,3,1830,New York,97690,71269,755777
11207,2,1,1088,New York,97690,71269,549999
11207,6,3,2880,New York,97690,71269,925000
11207,2,2,836,New York,97690,71269,439000
11208,2,1,889,New York,107724,76161,449944
11208,5,3,2000,New York,107724,76161,636000
11209,1,1,800,New York,72938,122020,359000
11209,4,3,1900,New York,72938,122020,1599000
11209,3,2,1700,New York,72938,122020,1495000
11209,3,1,2200,New York,72938,122020,3000
11209,1,1,1073,New York,72938,122020,398000
11209,4,3,1980,New York,72938,122020,1100000
11209,1,1,800,New York,72938,122020,368000
11209,4,3,1600,New York,72938,122020,1100000
11209,1,1,800,New York,72938,122020,389000
11209,3,2,1100,New York,72938,122020,3000
11209,2,1,825,New York,72938,122020,499000
11209,2,1,700,New York,72938,122020,2500
11209,2,2,1100,New York,72938,122020,509000
11209,3,2,1700,New York,72938,122020,1495000
11209,3,3,1594,New York,72938,122020,1098000
11210,7,5,1796,New York,65854,114070,1595000
11210,7,5,1796,New York,65854,114070,1595000
11210,2,1,1008,New York,65854,114070,425000
11210,3,4,1284,New York,65854,114070,689000
11210,6,4,1933,New York,65854,114070,1189000
11211,2,1,800,New York,65925,141026,299900
11211,5,2,1920,New York,65925,141026,2249000
11212,6,6,3680,New York,78296,53831,1400000
11212,7,4,3750,New York,78296,53831,695000
11214,6,5,3420,New York,95361,89337,1699000
11214,5,4,1802,New York,95361,89337,1068888
11214,3,2,1376,New York,95361,89337,928000
11214,3,2,1210,New York,95361,89337,2750
11214,7,3,3120,New York,95361,89337,1298000
11214,3,1,2872,New York,95361,89337,1500000
11214,8,6,3828,New York,95361,89337,1688000
11214,5,4,2000,New York,95361,89337,1598000
11214,3,1,2872,New York,95361,89337,1500000
11214,1,1,473,New York,95361,89337,355000
11214,1,1,750,New York,95361,89337,298000
11214,3,1,3000,New York,95361,89337,2500
11214,1,1,750,New York,95361,89337,298000
11215,6,3,3040,New York,73419,236543,2800000
11219,2,2,889,New York,93119,77462,650000
11219,1,1,602,New York,93119,77462,558000
11219,5,4,2080,New York,93119,77462,1200000
11219,2,1,811,New York,93119,77462,758000
11219,3,2,890,New York,93119,77462,738000
11220,10,6,2880,New York,93584,85180,1950000
11220,9,3,2232,New York,93584,85180,998000
11221,8,3,3630,New York,89728,104627,1298000
11221,2,2,1200,New York,89728,104627,3700
11221,4,2,2520,New York,89728,104627,1499000
11221,8,3,3630,New York,89728,104627,1298000
11222,8,11,9682,New York,39669,153168,4199000
11222,8,9,6000,New York,39669,153168,6500000
11223,3,2,1000,New York,83565,94988,1499000
11223,1,1,737,New York,83565,94988,550000
11223,2,2,1029,New York,83565,94988,675000
11223,3,2,1401,New York,83565,94988,950000
11223,1,1,491,New York,83565,94988,368000
11223,1,1,824,New York,83565,94988,595000
11223,1,1,707,New York,83565,94988,540000
11223,3,3,1998,New York,83565,94988,1350000
11223,7,4,3600,New York,83565,94988,1899000
11223,3,3,1998,New York,83565,94988,1350000
11223,2,2,1026,New York,83565,94988,750000
11224,2,2,1050,New York,48110,67767,429000
11224,2,1,1000,New York,48110,67767,369000
11226,2,1,845,New York,99776,99788,548888
11228,1,1,550,New York,45267,118610,335000
11228,3,3,2360,New York,45267,118610,1265000
11228,3,2,1470,New York,45267,118610,1499999
11228,1,1,650,New York,45267,118610,325000
11228,1,1,640,New York,45267,118610,385000
11228,3,3,2700,New York,45267,118610,1265000
11228,4,3,1400,New York,45267,118610,1100000
11228,5,4,2580,New York,45267,118610,1688888
11229,2,2,930,New York,85538,104211,748000
11229,2,2,1181,New York,85538,104211,680000
11229,1,1,750,New York,85538,104211,249999
11229,3,3,1880,New York,85538,104211,1599000
11229,1,1,750,New York,85538,104211,295000
11229,2,2,1181,New York,85538,104211,680000
11229,2,1,1100,New York,85538,104211,265000
11229,5,4,2100,New York,85538,104211,1599000
11229,12,8,5250,New York,85538,104211,1850000
11230,1,1,720,New York,91789,95988,395000
11230,6,3,3262,New York,91789,95988,1600000
11230,2,1,930,New York,91789,95988,405000
11230,6,3,2860,New York,91789,95988,3575000
11230,3,2,1600,New York,91789,95988,1350000
11230,1,1,800,New York,91789,95988,250000
11230,1,1,800,New York,91789,95988,250000
11230,6,4,2400,New York,91789,95988,1495000
11230,2,1,930,New York,91789,95988,405000
11230,2,1,930,New York,91789,95988,405000
11230,1,1,730,New York,91789,95988,395000
11232,1,1,390,New York,28501,114279,349000
11232,1,1,581,New York,28501,114279,499000
11233,6,4,2948,New York,85633,84738,1300000
11233,6,4,2948,New York,85633,84738,1300000
11234,2,1,850,New York,94254,120818,325000
11234,7,7,4200,New York,94254,120818,1479000
11234,4,2,1600,New York,94254,120818,669000
11234,3,4,2400,New York,94254,120818,1049000
11234,2,2,1710,New York,94254,120818,875000
11234,3,2,1324,New York,94254,120818,899000
11234,6,5,5436,New York,94254,120818,2950000
11234,3,2,1064,New York,94254,120818,649000
11235,3,2,1480,New York,84859,94910,669000
11235,2,1,950,New York,84859,94910,369000
11235,2,1,560,New York,84859,94910,448000
11235,1,1,561,New York,84859,94910,425000
11235,7,4,3040,New York,84859,94910,1450000
11235,3,3,1752,New York,84859,94910,650000
11235,3,2,1100,New York,84859,94910,1350000
11235,1,1,750,New York,84859,94910,219000
11235,5,6,3120,New York,84859,94910,4195000
11235,2,2,1026,New York,84859,94910,625000
11235,3,4,2750,New York,84859,94910,2325000
11235,1,1,779,New York,84859,94910,385000
11235,1,1,561,New York,84859,94910,425000
11235,4,2,1822,New York,84859,94910,2250000
11235,2,2,1120,New York,84859,94910,9.00E+05
11235,2,1,560,New York,84859,94910,525000
11235,3,2,1300,New York,84859,94910,1195000
11235,2,1,1000,New York,84859,94910,579000
11235,1,1,1000,New York,84859,94910,599000
11235,3,2,1300,New York,84859,94910,1195000
11235,2,1,1000,New York,84859,94910,249000
11235,2,1,560,New York,84859,94910,525000
11235,2,4,2750,New York,84859,94910,2325000
11235,4,3,2640,New York,84859,94910,1449000
11236,3,2,1368,New York,102238,102387,699000
11236,3,2,1320,New York,102238,102387,7.00E+05
11236,3,2,1150,New York,102238,102387,488000
11236,4,2,1540,New York,102238,102387,799000
11238,1,1,700,New York,58597,173287,665000
11354,2,1,950,New York,53375,84204,298000
11354,3,3,1750,New York,53375,84204,899999
11354,1,1,800,New York,53375,84204,308000
11354,1,1,520,New York,53375,84204,585000
11354,2,2,1188,New York,53375,84204,749000
11354,1,1,492,New York,53375,84204,551000
11354,1,1,850,New York,53375,84204,359000
11354,2,2,820,New York,53375,84204,973000
11354,2,2,750,New York,53375,84204,658888
11354,2,1,736,New York,53375,84204,874000
11354,1,1,603,New York,53375,84204,638000
11354,1,1,548,New York,53375,84204,598000
11354,2,1,949,New York,53375,84204,339000
11354,1,1,585,New York,53375,84204,618000
11354,1,1,672,New York,53375,84204,742000
11354,2,2,821,New York,53375,84204,880000
11354,1,1,636,New York,53375,84204,677000
11354,1,1,900,New York,53375,84204,258000
11354,2,2,1040,New York,53375,84204,818000
11354,1,1,520,New York,53375,84204,640200
11354,1,1,600,New York,53375,84204,655000
11354,1,1,900,New York,53375,84204,299000
11354,3,3,1750,New York,53375,84204,899999
11354,7,5,2576,New York,53375,84204,2128000
11354,2,2,1106,New York,53375,84204,988000
11354,1,1,522,New York,53375,84204,566000
11355,14,8,1705,New York,80918,77413,2980000
11355,1,1,520,New York,80918,77413,485000
11355,1,1,921,New York,80918,77413,525000
11355,2,1,630,New York,80918,77413,550000
11356,1,1,750,New York,27295,103917,435000
11356,4,4,2220,New York,27295,103917,1390000
11356,7,5,2352,New York,27295,103917,1320000
11356,6,4,2496,New York,27295,103917,1588000
11357,6,5,3450,New York,44030,126065,1900000
11357,3,3,1440,New York,44030,126065,1648888
11357,8,4,4300,New York,44030,126065,1690000
11357,2,1,800,New York,44030,126065,398000
11357,5,4,6200,New York,44030,126065,1899000
11357,4,3,1395,New York,44030,126065,998000
11357,4,3,1179,New York,44030,126065,1188000
11357,2,1,800,New York,44030,126065,398000
11358,2,1,1440,New York,38103,109224,728000
11358,5,5,3200,New York,38103,109224,1898000
11358,6,7,3672,New York,38103,109224,2600000
11358,3,2,1743,New York,38103,109224,880000
11360,4,5,2062,New York,20076,134122,1288000
11360,3,2,1500,New York,20076,134122,538888
11360,1,1,900,New York,20076,134122,399000
11360,2,2,1200,New York,20076,134122,869000
11360,7,5,3780,New York,20076,134122,1680000
11360,3,2,1200,New York,20076,134122,875000
11360,2,2,1500,New York,20076,134122,895000
11360,5,5,3024,New York,20076,134122,2600000
11360,2,2,1200,New York,20076,134122,499000
11361,3,3,1959,New York,30006,127417,1348000
11361,2,1,850,New York,30006,127417,389900
11361,6,4,2456,New York,30006,127417,1600000
11361,4,2,2656,New York,30006,127417,1348888
11361,3,3,1959,New York,30006,127417,1348000
11362,2,1,875,New York,19217,128688,349000
11362,7,5,2268,New York,19217,128688,1690000
11362,1,1,700,New York,19217,128688,249000
11362,7,5,2268,New York,19217,128688,1650000
11362,3,3,1900,New York,19217,128688,1180000
11362,1,1,650,New York,19217,128688,259000
11363,4,2,1600,New York,7424,155429,1148000
11363,3,2,1900,New York,7424,155429,780000
11364,3,2,1790,New York,39015,121275,950000
11364,2,1,765,New York,39015,121275,319000
11364,3,2,1056,New York,39015,121275,799800
11364,2,1,1100,New York,39015,121275,305000
11365,5,4,2350,New York,45439,103325,1999999
11365,3,2,1718,New York,45439,103325,559888
11365,4,3,1104,New York,45439,103325,1030000
11365,3,3,2272,New York,45439,103325,1788888
11366,4,2,1701,New York,13922,128237,1020000
11367,1,1,519,New York,42362,101917,408000
11367,2,1,950,New York,42362,101917,388000
11367,1,1,796,New York,42362,101917,488000
11367,2,1,900,New York,42362,101917,375000
11367,2,1,900,New York,42362,101917,399000
11367,1,1,519,New York,42362,101917,408000
11368,2,1,1824,New York,116469,85754,1125000
11368,3,2,1200,New York,116469,85754,358888
11368,3,2,3125,New York,116469,85754,880000
11368,8,8,5000,New York,116469,85754,2950000
11369,8,7,3982,New York,31550,89135,1958000
11369,5,4,2074,New York,31550,89135,1450000
11370,2,1,747,New York,29780,99134,558000
11372,1,1,700,New York,67252,100131,299000
11372,2,2,1000,New York,67252,100131,378000
11372,1,1,800,New York,67252,100131,329000
11372,1,1,750,New York,67252,100131,299000
11372,2,2,900,New York,67252,100131,355000
11373,3,2,1150,New York,102104,85161,685000
11373,2,2,1200,New York,102104,85161,655000
11373,1,1,850,New York,102104,85161,347000
11374,2,2,1700,New York,47019,107971,938000
11374,1,1,564,New York,47019,107971,599000
11374,5,4,6000,New York,47019,107971,2499000
11374,1,1,500,New York,47019,107971,468000
11374,1,1,750,New York,47019,107971,365000
11374,2,1,980,New York,47019,107971,438000
11374,3,2,1006,New York,47019,107971,699999
11375,1,1,855,New York,76091,144354,249000
11375,4,3,2035,New York,76091,144354,1290000
11375,1,1,855,New York,76091,144354,249000
11375,2,2,1200,New York,76091,144354,459000
11375,2,2,790,New York,76091,144354,698000
11375,1,1,850,New York,76091,144354,348888
11377,3,2,1000,New York,85255,98608,599999
11377,3,2,1529,New York,85255,98608,1190000
11377,3,2,1529,New York,85255,98608,1190000
11377,2,2,1068,New York,85255,98608,1285000
11378,5,3,2637,New York,39994,110310,1550000
11379,1,1,626,New York,39805,114711,478000
11379,3,1,1248,New York,39805,114711,799000
11379,3,2,1080,New York,39805,114711,850000
11411,4,2,1624,New York,21605,130644,749999
11413,4,2,1280,New York,45661,125373,549900
11414,3,2,868,New York,30915,129067,699000
11414,7,5,2520,New York,30915,129067,1039000
11414,5,3,2294,New York,30915,129067,949000
11414,3,2,1200,New York,30915,129067,539000
11414,3,2,868,New York,30915,129067,699000
11415,1,1,613,New York,20351,120616,2.00E+05
11416,6,5,3000,New York,27098,121191,1135000
11419,8,3,1900,New York,50107,108546,1199000
11420,3,3,1084,New York,51831,116128,689000
11420,8,3,2880,New York,51831,116128,1299999
11422,3,3,1292,New York,34063,119487,679000
11422,8,5,3000,New York,34063,119487,1500000
11423,6,3,2240,New York,30983,103394,1199000
11423,6,3,2240,New York,30983,103394,1199000
11426,3,2,1000,New York,20959,129673,648000
11426,4,2,1230,New York,20959,129673,775000
11426,1,1,750,New York,20959,129673,189000
11426,1,1,625,New York,20959,129673,259999
11427,3,1,1393,New York,25890,107138,975000
11427,2,1,571,New York,25890,107138,260000
11428,3,2,1312,New York,21184,110985,699000
11429,4,2,1273,New York,28643,117648,789000
11432,1,1,837,New York,64858,103895,225000
11432,1,1,837,New York,64858,103895,225000
11432,3,2,1280,New York,64858,103895,650000
11433,2,2,1220,New York,41396,91186,475000
11435,1,1,1000,New York,60842,100007,239900
11435,1,1,750,New York,60842,100007,240000
11435,5,4,2700,New York,60842,100007,1188000
11435,5,3,1218,New York,60842,100007,935000
11435,4,2,1376,New York,60842,100007,849000
11435,3,3,1518,New York,60842,100007,859000
11435,2,2,900,New York,60842,100007,295000
11436,3,3,1056,New York,21248,110683,739999
11691,1,1,806,New York,70797,92048,135000
11692,6,3,1617,New York,24639,88642,739000
11694,2,2,1358,New York,22432,124327,499000
11694,6,5,2346,New York,22432,124327,1398000
11694,4,4,2410,New York,22432,124327,1385000
19102,1,2,865,Pennsylvania,5108,171362,325000
19102,3,3,2250,Pennsylvania,5108,171362,1550000
19103,4,7,5300,Pennsylvania,25368,159697,3950000
19103,4,7,5230,Pennsylvania,25368,159697,2990000
19103,1,1,614,Pennsylvania,25368,159697,329900
19103,2,1,1134,Pennsylvania,25368,159697,375000
19103,2,2,1176,Pennsylvania,25368,159697,439000
19103,1,1,715,Pennsylvania,25368,159697,419000
19103,6,3,4694,Pennsylvania,25368,159697,2350000
19103,1,1,707,Pennsylvania,25368,159697,350000
19103,1,1,661,Pennsylvania,25368,159697,319900
19103,2,3,1227,Pennsylvania,25368,159697,1325000
19103,2,2,1281,Pennsylvania,25368,159697,620000
19103,2,2,1317,Pennsylvania,25368,159697,570000
19103,2,2,1634,Pennsylvania,25368,159697,1150000
19104,3,1,1070,Pennsylvania,52126,54629,69900
19104,5,3,1428,Pennsylvania,52126,54629,314900
19104,6,3,1935,Pennsylvania,52126,54629,689500
19104,5,2,2760,Pennsylvania,52126,54629,759000
19104,3,1,1194,Pennsylvania,52126,54629,239000
19104,3,2,1350,Pennsylvania,52126,54629,4.00E+05
19104,3,1,1089,Pennsylvania,52126,54629,3.00E+05
19104,3,1,964,Pennsylvania,52126,54629,229000
19104,3,2,1365,Pennsylvania,52126,54629,333000
19104,4,4,2805,Pennsylvania,52126,54629,320000
19104,5,3,1887,Pennsylvania,52126,54629,319900
19104,4,2,1450,Pennsylvania,52126,54629,165000
19106,1,1,853,Pennsylvania,14211,176029,344900
19106,2,3,2423,Pennsylvania,14211,176029,2495000
19106,2,2,907,Pennsylvania,14211,176029,387500
19106,1,1,750,Pennsylvania,14211,176029,249000
19106,2,1,1063,Pennsylvania,14211,176029,428000
19106,1,1,902,Pennsylvania,14211,176029,3.00E+05
19106,2,2,1100,Pennsylvania,14211,176029,1100000
19106,2,2,1790,Pennsylvania,14211,176029,850000
19107,2,2,980,Pennsylvania,14984,105692,635000
